srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
Mizoram,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,27,35,2.2,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,16,16,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,3735,3874,8.2,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,1316,1486,4.4,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,1733,1779,2.2,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,3,4,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,618,653,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,1332,1365,3.5,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,83,99,2.1,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,13862,15485,6.1,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,199,230,1.8,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,3,5,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,16,17,1.3,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,22,22,2.1,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,532,537,2.6,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,95,112,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),5924,6624,11.3,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),46,55,3,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),1587,1605,4.6,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),5251,5792,4.3,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),2317,2786,7.9,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),104,117,6.7,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),4575,5460,6.6,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),3673,3974,12.6,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),481,603,6.5,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),1254,1309,3.3,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),8120,10477,12.2,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),2110,2263,6,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),3950,4343,4.7,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),8689,9321,7,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),50,61,1.6,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),72,95,2.2,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),7,8,0.6,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),14,17,0.6,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),811,864,1.8,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),1360,1425,4.5,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),6311,6795,8,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),21,33,3.1,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),7458,8012,9.8,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),4956,5861,13.2,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),96,102,2.4,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),3651,3720,1.6,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),162,164,1.4,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),4733,5298,4.8,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),9,14,2.3,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),25,26,2.1,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),39,39,3.8,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),631,652,3.1,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),464,542,3.5,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),29,29,9.8,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,7,7,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,13,13,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,30,30,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),2062,2094,2.6,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,3,3,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,9,9,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,7,7,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,10,10,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,3,3,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,5,6,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,11,11,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,4,5,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Total Cognizable IPC crimes,,1022,1051,46.9,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,23,23,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,16,16,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,2,2,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,29,29,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,3,3,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,1,1,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,3,3,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,2,2,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,6,6,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,20,21,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,4,4,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,5,5,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,6,6,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,2,2,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,2,3,0.2,2020,"Calendar Year (Jan - Dec), 2020"
