ROWID,Country,State lgd code,State,Yearcode,Year,Crime head ipc ( indian penal code ) category,Crime head ipc ( indian penal code ) sub-category,Incidence of ipc ( indian penal code ) crimes,Victims of ipc ( indian penal code ) crimes,Ipc ( indian penal code ) crime rate per lakh person
9817,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
9818,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0
9819,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),3,3,0
9820,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),675,687,2.10477081384471
9821,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,620,651,2.99806576402321
9822,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,433,436,0.6
9823,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,1053,1087,1.6
9824,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),1996,2060,3
9825,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),36,38,0.1
9826,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",228,244,0.3
9827,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),0,0,0
9828,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",149,149,0.464608668537574
9829,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Murder (Sec.302 IPC),1072,1140,1.6
9830,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Offences Affecting the Human Body (Total),24479,26954,36.4
9831,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Rape (Sec.376 IPC),553,553,1.72435297786093
9832,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
9833,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),18,15,0
9834,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),64,64,0.1
9835,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),6,6,0
9836,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,524,525,0.8
9837,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,3578,3580,5.3
9838,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),4102,4105,6.1
9839,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),820,856,1.2
9840,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),5,5,0
9841,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),333,374,0.5
9842,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),1,1,0
9843,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |Dacoity  (Total),334,375,0.5
9844,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),5,5,0
9845,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),425,426,0.6
9846,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),9,0,0
9847,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Offences against Property (Total),21402,21517,31.8
9848,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Robbery  (Sec.392/394/397 IPC),1483,1485,2.2
9849,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,8312,8322,12.3
9850,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,5901,5932,8.76559714795009
9851,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |Theft (Total),14213,14254,21.1
9852,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),74,82,0.1
9853,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences against Public Tranquillity (Total),2336,2524,3.5
9854,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),74,73,0.1
9855,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",2,2,0
9856,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),76,75,0.1
9857,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,39,59,0.1
9858,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,14,17,0
9859,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,4,4,0
9860,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,31,45,0
9861,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,63,99,0.1
9862,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,105,160,0.2
9863,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,2,2,0
9864,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,3,3,0.00445632798573975
9865,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,37,40,0.1
9866,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,32,36,0
9867,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,114,148,0.2
9868,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,99,141,0.1
9869,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,354,406,0.5
9870,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
9871,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,18,18,0
9872,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,40,58,0.1
9873,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,943,1131,1.40077243018419
9874,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),1898,2367,2.8
9875,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",288,,0.4
9876,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Offences against the State (Total),0,0,0
9877,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
9878,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0
9879,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
9880,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
9881,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
9882,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),70,70,0.1
9883,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),70,70,0.1
9884,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",2435,2440,3.6
9885,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",380,382,0.6
9886,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud  (Total)",3159,3191,4.7
9887,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |a) Bank",31,53,0
9888,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |b) ATMs",56,56,0.1
9889,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",33,33,0
9890,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",224,227,0.3
9891,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",344,369,0.5
9892,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),3229,3261,4.8
9893,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Other IPC Crimes,Other IPC Crimes,2199,2359,3.3
9894,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Total Cognizable IPC crimes,Total Cognizable IPC crimes,147574,89332,219.2
9895,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",180,181,0.3
9896,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),34,28,0
9897,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),21,19,0
9898,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),14090,14567,20.6
9899,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),368,382,0.5
9900,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),3619,3629,11.1
9901,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),3422,6,5
9902,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),8,7,0
9903,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),16,16,0
9904,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),90111,33119,132
9905,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),62,62,0.1
9906,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),35339,51,51.8
9907,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),65,61,0.1
9908,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),0,0,0
9909,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),2,2,0
9910,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),47,33,0.1
9911,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),5792,7276,8.5
9950,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Hurt Grievous Hurt G) Other Grievous Hurt (Sec.329, 331 & 335)",0,0,0
9912,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),23622,2412,34.6
9913,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),3414,4378,5
9914,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) Rash Driving on Public way (Total),32828,14066,48.1
9915,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),10,9,0
9916,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),513,515,0.8
9917,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault on Women (Sec.354 IPC),495,496,1.5
9918,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault on Women with Intent to Outrage her Modesty (Total),1048,1055,3.2
9919,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),49,50,0.2
9920,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment a) at Work or Office Premises,14,14,0
9921,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment b) In Public Transport System,12,13,0
9922,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment c) In Shelter Homes for women and Children,32,33,0.1
9923,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment d) Other Places,326,328,1
9924,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment Sexual Harassment (Sec.354A IPC) (Total),384,388,1.2
9925,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),105,106,0.3
9926,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),15,15,0
9927,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),45,53,0.1
9928,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),910,1059,1.3
9929,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),1,1,0
9930,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),4,0,0
9931,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0
9932,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Causing Death by Negligence (Sec.304-A IPC) (Total),6796,8090,10
9933,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,2,2,0
9934,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0
9935,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0
9936,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,966,1129,1.4
9937,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),5745,6859,8.4
9938,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents Deaths due to Negligence relating to Road Accidents (Total),6711,7988,9.8
9939,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,83,100,0.1
9940,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),87,140,0.1
9941,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),9,9,0
9942,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Exploitation of Trafficked Person (Section 370A IPC),2,5,0
9943,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Human Trafficking (U/S 370),6,11,0
9944,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt A) Voluntarily causing grievous hurt (Sec.325 IPC),1678,1909,2.5
9945,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),535,596,0.8
9946,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt C) Acid Attack (Sec.326A IPC),10,10,0
9947,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt D) Attempt to Acid Attack (Sec.326B IPC),3,3,0
9948,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),6,6,0
9949,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt F) Causing Grievous Hurt by actendangering life/safety of others (Sec.338 IPC),39,47,0.1
9951,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt Grievous Hurt (Total),2271,2571,3.3
9952,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Hurt (Simple +Grievous),9127,9731,13.4
9953,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),639,644,0.9
9954,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),5370,5639,7.9
9955,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),460,477,0.7
9956,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt D) Causing Hurt by act endangering life/safety of others (Sec.336/337),353,364,0.5
9957,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Hurt Simple Hurt E) Other Simple Hurt (Sec.327, 328, 330 & 334)",34,36,0
9958,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt Simple Hurt (Total),6856,7160,10
9959,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
9960,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,4,0
9961,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),4,4,0
9962,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),621,624,1.9
9963,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,581,617,2.8
9964,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,327,333,0.5
9965,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),908,950,1.3
9966,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),1813,1868,2.7
9967,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping for Ransom (Sec.364A IPC),64,64,0.1
9968,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Kidnapping and Abduction Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",215,222,0.3
9969,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Procuration of Minor Girls (Sec.366A),0,0,0
9970,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",148,149,0.5
9971,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Murder (Sec.302 IPC),993,1034,1.5
9972,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Offences Affecting the Human Body (Total),22111,24333,32.4
