srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Maharashtra,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,Finance & Economic Acts (Total),650,,1.2,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),5,5,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",4,4,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),95,95,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",10,10,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",85,85,2.6,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),6,6,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",6,6,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",30,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),2,2,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",2,2,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),410,410,0.9,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",410,410,0.9,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),169,170,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",62,62,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",107,108,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),1223,1233,1.6,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",138,142,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",1074,1080,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",11,11,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),2,2,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",2,2,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),387,389,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",117,117,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",268,270,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),1661,1661,4.5,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",25,25,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",1629,1629,4.4,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",7,7,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),21,21,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",3,3,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",18,18,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),9602,9788,4.2,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",247,353,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",9353,9433,4.1,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),90,96,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",7,10,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",83,86,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),371,400,0.4,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",186,215,0.2,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",181,181,0.2,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",4,4,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),9,9,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",2,2,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",7,7,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),3,3,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",3,3,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),261,332,1.3,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",148,201,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",52,53,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",61,78,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),4,4,5.9,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",4,4,5.9,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),5,5,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",1,1,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",4,4,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",3,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",59,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",588,,1.1,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",4,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",23,,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",2070,,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",5,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",9,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",12,,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",23,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",152,,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",22,,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",12,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",500,,1.3,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",6,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",13,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",25,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",619,,0.9,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",157,,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",863,,2.5,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",13,,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",2,,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",14,,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",8,,0,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",2,,0,2019,"Calendar Year (Jan - Dec), 2019"
